team,player_name,birth_date,age_years,market_value_eur,position,club,jersey_number,caps,career_goals,captain,wc2026_apps,wc2026_goals,wc2026_yellow,wc2026_red,source,retrieved_at
Sarmiento (Junín),Thiago Santamaría,2003-04-04,23.0,,D,Sarmiento (Junín),29,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Jeremías Vallejos,2003-03-14,23.0,,D,Sarmiento (Junín),17,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Agustín Seyral,2005-01-31,21.0,,D,Sarmiento (Junín),34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Jonathan Gómez,1989-12-21,36.0,,M,Sarmiento (Junín),11,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Mauricio Martínez,1993-02-20,33.0,,M,Sarmiento (Junín),14,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Manuel Garcia,1999-06-11,27.0,,M,Sarmiento (Junín),5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Yair Arismendi,1998-04-05,28.0,,M,Sarmiento (Junín),26,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Cristian Zabala,1998-03-04,28.0,,M,Sarmiento (Junín),15,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Carlos Villalba,1998-07-19,28.0,,M,Sarmiento (Junín),25,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Gabriel Díaz,2000-04-19,26.0,,M,Sarmiento (Junín),33,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Julian Contrera,2003-05-10,23.0,,M,Sarmiento (Junín),19,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Osmar Giménez,2007-03-25,19.0,,M,Sarmiento (Junín),18,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Julián Mavilla,2000-04-27,26.0,,M,Sarmiento (Junín),21,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Elián Giménez,2004-03-23,22.0,,M,Sarmiento (Junín),23,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Jhon Rentería,2005-10-24,20.0,,M,Sarmiento (Junín),10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Facundo Alaggia,2005-06-01,21.0,,M,Sarmiento (Junín),35,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Alexis González,2005-01-13,21.0,,F,Sarmiento (Junín),32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Diego Churín,1989-12-01,36.0,,F,Sarmiento (Junín),9,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Jonathan Herrera,1991-09-16,34.0,,F,Sarmiento (Junín),24,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Pablo Magnin,1990-04-25,36.0,,F,Sarmiento (Junín),7,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Junior Marabel,1998-03-26,28.0,,F,Sarmiento (Junín),27,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Gastón González,2001-06-27,25.0,,F,Sarmiento (Junín),22,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Santiago Salle,2004-06-14,22.0,,F,Sarmiento (Junín),8,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Sarmiento (Junín),Brandon Márquez,2005-02-22,21.0,,F,Sarmiento (Junín),40,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Gonzalo Nuccio,,,,,Talleres (Córdoba),35,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Ezequiel Unsain,1995-03-09,31.0,,G,Talleres (Córdoba),32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Jeremías Florentín,2006-09-01,19.0,,G,Talleres (Córdoba),12,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Santino Barbi,2005-06-14,21.0,,G,Talleres (Córdoba),1,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Franco Yennerich,2006-09-11,19.0,,G,Talleres (Córdoba),40,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),José Palomino,1990-01-05,36.0,,D,Talleres (Córdoba),19,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Matías Catalán,1992-08-19,33.0,,D,Talleres (Córdoba),4,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Gabriel Báez,1995-07-21,31.0,,D,Talleres (Córdoba),23,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Juan Rodríguez,1994-02-28,32.0,,D,Talleres (Córdoba),6,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Rodrigo Guth,2000-11-10,25.0,,D,Talleres (Córdoba),14,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Alex Vigo,1999-04-28,27.0,,D,Talleres (Córdoba),28,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Augusto Schott,2000-01-17,26.0,,D,Talleres (Córdoba),20,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Román Riquelme,2002-05-18,24.0,,D,Talleres (Córdoba),6,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Santiago Fernández,2005-03-30,21.0,,D,Talleres (Córdoba),44,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Valentín Fascendini,2003-03-13,23.0,,D,Talleres (Córdoba),13,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Alexandro Maidana,2005-07-26,21.0,,D,Talleres (Córdoba),3,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Timoteo Chamorro,2006-02-08,20.0,,D,Talleres (Córdoba),45,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Lucio Ferrari,2008-01-02,18.0,,D,Talleres (Córdoba),32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Thiago Baroni,,,,D,Talleres (Córdoba),10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Federico Fattori,1992-07-22,34.0,,M,Talleres (Córdoba),8,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Franco Cristaldo,1996-08-15,29.0,,M,Talleres (Córdoba),18,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Juan Sforza,2002-02-14,24.0,,M,Talleres (Córdoba),13,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Mateo Caceres,2002-09-25,23.0,,M,Talleres (Córdoba),26,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Alejandro Galarza,2002-03-04,24.0,,M,Talleres (Córdoba),5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Martin Rio,2001-03-14,25.0,,M,Talleres (Córdoba),55,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Matias Gomez,2005-11-23,20.0,,M,Talleres (Córdoba),21,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Giovanni Baroni,2009-01-21,17.0,,M,Talleres (Córdoba),30,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Lautaro Ortiz,2008-01-16,18.0,,M,Talleres (Córdoba),34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Bruno Trey,,,,M,Talleres (Córdoba),31,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Diego Valoyes,1996-09-22,29.0,,F,Talleres (Córdoba),7,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Ronaldo Martínez,1996-04-25,30.0,,F,Talleres (Córdoba),77,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Rick,1999-09-02,26.0,,F,Talleres (Córdoba),37,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Valentin Depietri,2000-10-31,25.0,,F,Talleres (Córdoba),11,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Bruno Barticciotto,2001-05-07,25.0,,F,Talleres (Córdoba),10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Valentín Dávila,2007-01-19,19.0,,F,Talleres (Córdoba),49,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Ignacio Alastra,2007-10-29,18.0,,F,Talleres (Córdoba),24,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Talleres (Córdoba),Emiliano Chiavassa,2006-01-02,20.0,,F,Talleres (Córdoba),36,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Tomas Sultani,1998-06-22,28.0,,G,Tigre,26,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Felipe Zenobio,2000-05-22,26.0,,G,Tigre,12,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Luka Fuster,2006-08-09,19.0,,G,Tigre,1,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Máximo Leguizamón,2007-06-26,19.0,,G,Tigre,13,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Juan Villalba,2006-03-15,20.0,,D,Tigre,32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Ramón Arias,1992-07-27,34.0,,D,Tigre,42,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Federico Álvarez,1994-08-07,31.0,,D,Tigre,24,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Guillermo Soto,1994-01-19,32.0,,D,Tigre,17,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Joaquín Laso,1990-07-04,36.0,,D,Tigre,2,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Nahuel Banegas,1996-10-06,29.0,,D,Tigre,3,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Alan Barrionuevo,1997-01-02,29.0,,D,Tigre,20,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Gonzalo Requena,2003-03-04,23.0,,D,Tigre,23,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Thiago Sanchez,2005-11-25,20.0,,D,Tigre,46,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Valentin Moreno,2003-02-19,23.0,,D,Tigre,4,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Angelo Marchese,2004-08-02,21.0,,D,Tigre,15,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Luciano Minniti,2005-09-23,20.0,,D,Tigre,40,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Bautista Feversani,2008-01-12,18.0,,D,Tigre,37,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Alex González,2007-02-03,19.0,,D,Tigre,38,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Lucas Molas,2007-06-07,19.0,,D,Tigre,41,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Román Saravia,2006-07-25,20.0,,D,Tigre,48,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Fabricio Córdoba,2001-10-17,24.0,,D,Tigre,52,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Gonzalo Martínez,1993-06-13,33.0,,M,Tigre,28,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Marco Rivas,2008-05-15,18.0,,M,Tigre,72,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Jalil Elías,1996-04-25,30.0,,M,Tigre,30,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Gastón Pérez,2006-04-21,20.0,,M,Tigre,44,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Hector Garay,1999-06-12,27.0,,M,Tigre,8,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Sebastián Medina,2000-03-15,26.0,,M,Tigre,21,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Bruno Leyes,2001-10-30,24.0,,M,Tigre,5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Simón Rivero,2003-04-16,23.0,,M,Tigre,7,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Elías Cabrera,2003-02-25,23.0,,M,Tigre,33,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Jabes Saralegui,2003-04-12,23.0,,M,Tigre,10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Joaquín Mosqueira,2004-11-01,21.0,,M,Tigre,55,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Santiago González,2003-05-03,23.0,,M,Tigre,27,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Tiago Serrago,2004-02-05,22.0,,M,Tigre,11,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Sebastián Lezcano,2007-02-08,19.0,,M,Tigre,47,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Nicolás Afonso,2007-02-28,19.0,,M,Tigre,34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Lucian Carracedo,2006-01-09,20.0,,M,Tigre,36,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Román Pesolilla,2006-07-22,20.0,,M,Tigre,45,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Alfio Oviedo,1995-12-18,30.0,,F,Tigre,19,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,José Romero,2003-03-25,23.0,,F,Tigre,9,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Ignacio Russo,2000-12-13,25.0,,F,Tigre,29,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Santiago López,2006-02-09,20.0,,F,Tigre,22,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Manuel Fernández,2004-10-08,21.0,,F,Tigre,18,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Ignacio Peluffo,2006-08-28,19.0,,F,Tigre,50,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Jordan Andrusisen,2006-06-13,20.0,,F,Tigre,35,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Benjamín Figueredo,2007-05-22,19.0,,F,Tigre,43,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Brandon Leszczuk,2007-06-11,19.0,,F,Tigre,49,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Tigre,Santino Galesio,2008-07-24,18.0,,F,Tigre,51,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Federico Gomes,2004-03-05,22.0,,G,Unión (Santa Fe),28,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Matias Mansilla,1996-01-15,30.0,,G,Unión (Santa Fe),21,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Lucas Meuli,2001-06-30,25.0,,G,Unión (Santa Fe),40,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Bruno Pittón,1993-02-01,33.0,,D,Unión (Santa Fe),12,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Juan Pintado,1997-07-28,29.0,,D,Unión (Santa Fe),15,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Juan Ludueña,2003-02-11,23.0,,D,Unión (Santa Fe),26,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Lautaro Vargas,2005-02-01,21.0,,D,Unión (Santa Fe),35,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Mateo Aimar,2006-02-16,20.0,,D,Unión (Santa Fe),36,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Maizon Rodríguez,2003-05-22,23.0,,D,Unión (Santa Fe),2,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Tomás Fagioli,2005-08-22,20.0,,D,Unión (Santa Fe),44,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Ignacio Isla,,,,D,Unión (Santa Fe),33,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Nazareno Garcia Fazzi,,,,D,Unión (Santa Fe),32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Lucas Santiago,,,,D,Unión (Santa Fe),18,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Augusto Solari,1992-01-03,34.0,,M,Unión (Santa Fe),23,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Lucas Menossi,1992-07-11,34.0,,M,Unión (Santa Fe),5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Franco Fragapane,1993-02-06,33.0,,M,Unión (Santa Fe),7,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Víctor Malcorra,1987-07-24,39.0,,M,Unión (Santa Fe),,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Braian Cuello,1997-09-30,28.0,,M,Unión (Santa Fe),22,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Mauro Luna Diale,1999-04-26,27.0,,M,Unión (Santa Fe),,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Julián Palacio,2003-08-07,22.0,,D,Unión (Santa Fe),20,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Santino Vera,2006-04-11,20.0,,M,Unión (Santa Fe),29,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Emilio Giaccone,2005-01-14,21.0,,M,Unión (Santa Fe),43,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Santiago Grella,2005-03-16,21.0,,M,Unión (Santa Fe),46,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Mateo Peresutti,,,,M,Unión (Santa Fe),34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Lucas Cacciabue,,,,M,Unión (Santa Fe),16,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Marcelo Estigarribia,1995-04-10,31.0,,F,Unión (Santa Fe),19,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Cristian Tarragona,1991-04-09,35.0,,F,Unión (Santa Fe),25,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Eric Ramírez,1996-09-21,29.0,,F,Unión (Santa Fe),,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Agustin Colazo,2000-11-15,25.0,,F,Unión (Santa Fe),9,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Ricardo Solbes,2006-07-08,20.0,,F,Unión (Santa Fe),45,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),José Vanetta,2001-11-28,24.0,,F,Unión (Santa Fe),,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Misael Aguirre,2007-10-29,18.0,,F,Unión (Santa Fe),31,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Unión (Santa Fe),Valentín Jesús Cerrudo,,,,F,Unión (Santa Fe),38,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Tomás Marchiori,1995-06-20,31.0,,G,Vélez Sarsfield,1,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Agustín Cortez,2007-03-15,19.0,,G,Vélez Sarsfield,42,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Álvaro Busso,2006-10-11,19.0,,G,Vélez Sarsfield,34,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Emanuel Mammana,1996-02-10,30.0,,D,Vélez Sarsfield,2,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Lisandro Magallán,1993-09-27,32.0,,D,Vélez Sarsfield,16,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Elias Gomez,1994-06-09,32.0,,D,Vélez Sarsfield,3,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Joaquín García,2001-08-20,24.0,,D,Vélez Sarsfield,4,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Jano Gordon,2004-06-16,22.0,,D,Vélez Sarsfield,21,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Thiago Silveor,2006-04-18,20.0,,D,Vélez Sarsfield,32,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Leo Cristaldo,2009-01-12,17.0,,D,Vélez Sarsfield,19,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Demian Domínguez,2006-01-14,20.0,,D,Vélez Sarsfield,49,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Simon Escobar,2009-07-17,17.0,,D,Vélez Sarsfield,18,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Alexis Pereyra,2007-02-03,19.0,,D,Vélez Sarsfield,47,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Diego Valdés,1994-01-30,32.0,,M,Vélez Sarsfield,10,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Manuel Lanzini,1993-02-15,33.0,,M,Vélez Sarsfield,22,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Rodrigo Aliendro,1991-02-16,35.0,,M,Vélez Sarsfield,29,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Claudio Baeza,1993-12-23,32.0,,M,Vélez Sarsfield,5,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Lucas Robertone,1997-03-18,29.0,,M,Vélez Sarsfield,8,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Maximiliano Porcel,2006-01-02,20.0,,M,Vélez Sarsfield,,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Luca Feler,2008-01-26,18.0,,M,Vélez Sarsfield,48,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Matías Pellegrini,2000-03-11,26.0,,F,Vélez Sarsfield,11,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Florián Monzón,2001-01-03,25.0,,F,Vélez Sarsfield,23,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Álex Verón,2008-10-24,17.0,,F,Vélez Sarsfield,17,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Dilan Godoy,2006-02-05,20.0,,F,Vélez Sarsfield,15,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Tobías Andrada,2007-02-02,19.0,,F,Vélez Sarsfield,50,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Matías Arias,2007-05-08,19.0,,F,Vélez Sarsfield,35,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Thiago Aguirre,2009-02-14,17.0,,F,Vélez Sarsfield,39,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Juan Policella,2009-08-03,16.0,,F,Vélez Sarsfield,37,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
Vélez Sarsfield,Lautaro Piola,,,,F,Vélez Sarsfield,30,,,,,,,,espn,2026-07-31T22:13:11.123615+00:00
