match_id,team,possession_share_proxy,passes_attempted,passes_completed,pass_accuracy_pct,shots_total,shots_on_target,shots_inside_box,shots_outside_box,shots_blocked,goals,fouls_committed,corners,offsides,gk_saves,peligrosidad_proxy
762930,Instituto (Córdoba),0.356,226,155,68.6,11,4,,,3,2,20,3,3,3,1.76
762930,Independiente,0.644,403,333,82.6,12,4,,,3,1,12,9,4,2,1.84
762931,Lanús,0.631,565,514,91.0,14,7,,,4,5,12,7,0,2,2.66
762931,Newell's Old Boys,0.369,330,276,83.6,5,2,,,1,0,7,0,0,2,0.84
762927,Central Córdoba (Santiago del Estero),0.516,354,264,74.6,4,2,,,0,1,7,2,1,4,0.76
762927,Deportivo Riestra,0.484,323,211,65.3,11,4,,,6,0,14,3,2,1,1.76
762929,Gimnasia (Mendoza),0.42,314,238,75.8,13,2,,,4,1,10,4,2,4,1.48
762929,Estudiantes de La Plata,0.58,446,364,81.6,10,6,,,1,2,17,3,1,1,2.12
762940,Atlético Tucumán,0.365,270,180,66.7,16,2,,,5,1,12,6,2,1,1.72
762940,Gimnasia La Plata,0.635,474,383,80.8,10,1,,,5,0,14,4,0,1,1.02
762941,Banfield,0.273,190,106,55.8,12,5,,,1,1,14,3,1,4,2.06
762941,Tigre,0.727,513,407,79.3,22,4,,,6,0,12,7,3,4,2.64
762953,Vélez Sarsfield,0.588,491,395,80.4,10,5,,,0,0,12,4,0,6,1.9
762953,Lanús,0.412,340,238,70.0,16,7,,,3,1,18,2,2,5,2.82
762944,Defensa y Justicia,0.361,290,228,78.6,10,6,,,2,2,9,5,3,4,2.12
762944,Unión (Santa Fe),0.639,490,421,85.9,19,4,,,5,0,12,6,1,4,2.4
762951,Newell's Old Boys,0.574,381,326,85.6,16,5,,,6,1,13,6,1,3,2.38
762951,Gimnasia (Mendoza),0.426,289,210,72.7,10,3,,,4,0,15,5,2,4,1.46
762949,Independiente,0.521,363,267,73.6,16,4,,,2,1,8,6,2,2,2.16
762949,Talleres (Córdoba),0.479,347,253,72.9,8,4,,,2,2,16,5,0,3,1.52
762942,Belgrano (Córdoba),0.46,345,255,73.9,13,5,,,4,1,8,8,5,2,2.14
762942,Racing Club,0.54,413,313,75.8,7,4,,,0,2,17,2,4,4,1.44
762952,Sarmiento (Junín),0.41,279,195,69.9,10,4,,,2,2,8,5,3,2,1.68
762952,Aldosivi,0.59,381,297,78.0,12,2,,,3,0,8,7,2,2,1.4
762946,Estudiantes de Río Cuarto,0.429,300,215,71.7,7,1,,,5,0,7,5,2,1,0.78
762946,River Plate,0.571,401,338,84.3,9,3,,,4,2,8,7,1,1,1.38
762943,Boca Juniors,0.686,609,539,88.5,18,5,,,6,2,3,7,0,5,2.54
762943,Instituto (Córdoba),0.314,267,194,72.7,12,5,,,1,0,10,6,2,4,2.06
762939,Argentinos Juniors,0.692,485,380,78.4,22,4,,,7,1,13,4,2,1,2.64
762939,Platense,0.308,218,117,53.7,9,1,,,4,0,14,3,3,3,0.94
762950,Independiente Rivadavia,0.284,212,146,68.9,8,4,,,0,2,14,3,1,2,1.52
762950,Rosario Central,0.716,533,469,88.0,13,3,,,2,0,10,3,2,2,1.7
762947,Estudiantes de La Plata,0.552,415,344,82.9,25,13,,,6,5,10,8,0,1,4.86
762947,Central Córdoba (Santiago del Estero),0.448,338,252,74.6,4,1,,,3,0,13,4,0,7,0.54
762948,Huracán,0.686,532,448,84.2,15,4,,,1,0,9,7,1,1,2.08
762948,Barracas Central,0.314,239,151,63.2,5,1,,,1,0,14,5,1,4,0.62
762945,Deportivo Riestra,0.353,226,127,56.2,9,2,,,3,1,14,2,5,1,1.16
762945,San Lorenzo,0.647,425,320,75.3,7,2,,,1,1,14,4,1,1,1.0
762849,Argentinos Juniors,0.619,576,493,85.6,16,5,,,5,2,10,7,1,0,2.38
762849,Lanús,0.381,350,255,72.9,11,1,,,3,1,14,1,1,3,1.1
762871,Aldosivi,0.256,228,158,69.3,11,5,,,3,0,14,2,1,2,1.98
762871,Argentinos Juniors,0.744,702,618,88.0,5,4,,,0,2,11,7,0,4,1.28
762959,Lanús,0.591,525,443,84.4,12,1,,,5,0,6,1,1,0,1.18
762959,Platense,0.409,371,292,78.7,3,0,,,2,0,11,2,1,1,0.24
762955,Barracas Central,0.468,422,355,84.1,14,3,,,3,1,12,5,0,1,1.78
762955,Sarmiento (Junín),0.532,490,414,84.5,13,3,,,2,2,14,1,1,2,1.7
762964,Tigre,0.487,317,239,75.4,18,7,,,5,0,14,2,0,2,2.98
762964,Independiente Rivadavia,0.513,350,263,75.1,13,4,,,6,2,16,5,1,7,1.92
762963,Talleres (Córdoba),0.479,396,337,85.1,15,1,,,3,0,9,6,3,1,1.42
762963,Boca Juniors,0.521,445,379,85.2,8,2,,,2,1,7,3,3,2,1.08
762956,Gimnasia (Mendoza),0.439,360,286,79.4,16,9,,,2,3,12,4,2,1,3.26
762956,Vélez Sarsfield,0.561,471,375,79.6,11,3,,,2,2,12,0,1,7,1.54
762965,Unión (Santa Fe),0.722,506,424,83.8,26,9,,,7,2,10,9,0,5,4.06
762965,Deportivo Riestra,0.278,201,116,57.7,8,5,,,2,0,17,0,1,7,1.74
762962,San Lorenzo,0.436,340,255,75.0,10,5,,,2,1,14,4,1,5,1.9
762962,Estudiantes de La Plata,0.564,450,372,82.7,13,5,,,1,0,15,4,1,3,2.14
762967,Aldosivi,0.349,241,148,61.4,11,3,,,1,0,16,6,0,2,1.54
762967,Estudiantes de Río Cuarto,0.651,472,374,79.2,13,2,,,5,0,11,10,2,3,1.48
762957,Independiente,0.483,258,157,60.9,8,3,,,4,1,9,6,0,1,1.3
762957,Racing Club,0.517,287,175,61.0,10,1,,,3,0,15,4,1,2,1.02
762961,Rosario Central,0.674,460,384,83.5,18,8,,,1,2,12,5,0,3,3.2
762961,Atlético Tucumán,0.326,217,154,71.0,17,4,,,5,1,13,6,3,6,2.24
762968,Gimnasia La Plata,0.668,562,481,85.6,25,5,,,4,0,6,8,5,2,3.1
762968,Huracán,0.332,281,190,67.6,10,5,,,4,3,19,5,2,5,1.9
762960,River Plate,0.664,524,441,84.2,20,5,,,4,3,15,8,0,3,2.7
762960,Belgrano (Córdoba),0.336,259,184,71.0,9,3,,,2,0,10,1,5,2,1.38
762954,Central Córdoba (Santiago del Estero),0.382,310,215,69.4,6,2,,,1,1,16,3,3,2,0.92
762954,Newell's Old Boys,0.618,513,426,83.0,14,5,,,2,3,10,2,4,1,2.22
762966,Argentinos Juniors,0.672,556,490,88.1,17,7,,,5,3,9,9,1,1,2.9
762966,Banfield,0.328,259,194,74.9,9,3,,,2,2,10,1,1,4,1.38
762958,Instituto (Córdoba),0.391,304,208,68.4,14,3,,,4,2,13,5,0,3,1.78
762958,Defensa y Justicia,0.609,479,401,83.7,9,3,,,0,0,7,5,2,1,1.38
762969,Belgrano (Córdoba),0.692,452,398,88.1,15,1,,,7,1,6,3,1,3,1.42
762969,Aldosivi,0.308,191,133,69.6,9,4,,,0,0,19,2,1,0,1.6
762972,Deportivo Riestra,0.532,332,188,56.6,14,4,,,6,0,12,7,4,5,2.0
762972,Instituto (Córdoba),0.468,307,196,63.8,16,6,,,3,1,15,5,1,4,2.6
762980,Independiente Rivadavia,0.461,336,270,80.4,11,7,,,0,3,13,5,2,0,2.42
762980,Argentinos Juniors,0.539,395,325,82.3,7,1,,,0,1,17,4,2,3,0.78
762981,Estudiantes de La Plata,0.631,487,403,82.8,10,3,,,2,2,17,4,2,1,1.46
762981,Unión (Santa Fe),0.369,285,196,68.8,12,2,,,4,1,14,6,4,1,1.4
762970,Boca Juniors,0.613,558,469,84.1,12,5,,,2,1,7,3,2,0,2.06
762970,Independiente,0.387,350,242,69.1,9,1,,,3,1,17,3,0,4,0.94
762973,Estudiantes de Río Cuarto,0.75,574,495,86.2,16,4,,,3,1,12,6,3,3,2.16
762973,Barracas Central,0.25,193,119,61.7,11,5,,,2,2,20,2,2,3,1.98
762978,Newell's Old Boys,0.44,292,205,70.2,13,3,,,3,0,9,3,0,1,1.7
762978,San Lorenzo,0.56,383,308,80.4,5,1,,,2,0,23,1,0,3,0.62
762977,Platense,0.522,404,309,76.5,12,4,,,2,1,12,5,3,3,1.84
762977,Gimnasia (Mendoza),0.478,372,269,72.3,8,5,,,1,1,15,2,1,3,1.74
762982,Atlético Tucumán,0.493,341,236,69.2,7,1,,,2,0,13,5,2,4,0.78
762982,Tigre,0.507,366,259,70.8,12,4,,,3,0,10,4,0,1,1.84
762983,Huracán,0.43,342,265,77.5,16,8,,,3,3,15,10,1,0,3.04
762983,Rosario Central,0.57,473,399,84.4,7,1,,,3,1,8,3,0,5,0.78
762976,Racing Club,0.496,379,282,74.4,12,4,,,6,0,16,8,7,2,1.84
762976,River Plate,0.504,394,291,73.9,10,4,,,1,2,7,3,1,4,1.68
762971,Defensa y Justicia,0.517,437,377,86.3,17,6,,,0,1,7,6,2,3,2.68
762971,Talleres (Córdoba),0.483,432,351,81.2,8,5,,,0,2,12,2,0,5,1.74
762975,Sarmiento (Junín),0.438,307,214,69.7,11,3,,,1,1,17,3,2,5,1.54
762975,Gimnasia La Plata,0.562,403,309,76.7,17,7,,,5,2,12,7,1,1,2.9
762979,Lanús,0.659,543,472,86.9,18,4,,,8,1,19,5,0,3,2.32
762979,Banfield,0.341,276,215,77.9,12,3,,,3,0,10,1,2,3,1.62
762974,Vélez Sarsfield,0.561,397,308,77.6,21,8,,,4,1,8,4,1,2,3.44
762974,Central Córdoba (Santiago del Estero),0.439,302,207,68.5,11,2,,,3,0,10,4,4,7,1.32
762984,Unión (Santa Fe),0.726,471,383,81.3,28,10,,,8,2,8,15,3,1,4.44
762984,Newell's Old Boys,0.274,188,116,61.7,5,3,,,0,3,14,4,1,8,1.06
762991,Gimnasia La Plata,0.457,327,258,78.9,15,4,,,0,1,12,1,0,4,2.08
762991,Estudiantes de Río Cuarto,0.543,389,303,77.9,14,4,,,1,0,13,4,1,3,2.0
762994,Instituto (Córdoba),0.582,368,295,80.2,16,3,,,5,0,16,7,1,1,1.94
762994,Estudiantes de La Plata,0.418,279,195,69.9,4,2,,,1,1,17,2,0,4,0.76
762993,Independiente,0.498,403,315,78.2,14,6,,,3,3,7,6,3,0,2.44
762993,Defensa y Justicia,0.502,412,331,80.3,9,1,,,2,1,12,5,1,3,0.94
762987,Argentinos Juniors,0.676,533,463,86.9,14,6,,,3,1,5,7,1,0,2.44
762987,Atlético Tucumán,0.324,257,172,66.9,4,0,,,1,0,12,2,1,5,0.32
762986,Aldosivi,0.293,220,125,56.8,8,6,,,0,1,15,1,2,3,1.96
762986,Racing Club,0.707,519,434,83.6,21,4,,,9,1,10,6,3,5,2.56
762995,River Plate,0.679,468,384,82.1,13,3,,,7,0,14,6,0,4,1.7
762995,Boca Juniors,0.321,225,134,59.6,10,5,,,2,1,19,1,2,3,1.9
762996,Rosario Central,0.64,502,424,84.5,22,6,,,10,2,10,4,2,0,3.08
762996,Sarmiento (Junín),0.36,285,201,70.5,5,1,,,0,1,11,4,1,4,0.62
762998,Talleres (Córdoba),0.709,552,461,83.5,15,8,,,2,2,10,4,1,1,2.96
762998,Deportivo Riestra,0.291,212,122,57.5,9,1,,,1,0,13,7,4,6,0.94
762989,Barracas Central,0.322,252,167,66.3,12,2,,,3,0,11,2,0,3,1.4
762989,Belgrano (Córdoba),0.678,552,482,87.3,11,3,,,3,0,7,4,3,2,1.54
762988,Banfield,0.386,245,156,63.7,16,4,,,4,0,12,7,3,2,2.16
762988,Independiente Rivadavia,0.614,402,323,80.3,16,2,,,2,0,8,3,0,4,1.72
762990,Central Córdoba (Santiago del Estero),0.281,206,138,67.0,10,4,,,4,4,12,3,5,5,1.68
762990,Platense,0.719,517,431,83.4,19,7,,,3,3,7,7,0,0,3.06
762997,San Lorenzo,0.523,385,293,76.1,12,5,,,1,0,13,4,3,3,2.06
762997,Vélez Sarsfield,0.477,354,269,76.0,10,3,,,2,0,16,1,0,5,1.46
762992,Gimnasia (Mendoza),0.424,283,201,71.0,19,4,,,9,1,17,6,1,0,2.4
762992,Lanús,0.576,395,314,79.5,8,0,,,3,0,18,1,3,3,0.64
762985,Tigre,0.368,305,224,73.4,9,2,,,2,1,15,0,2,1,1.16
762985,Huracán,0.632,532,450,84.6,5,2,,,2,1,14,3,3,1,0.84
763011,Defensa y Justicia,0.522,408,339,83.1,8,1,,,2,0,5,4,3,3,0.86
763011,Boca Juniors,0.478,381,309,81.1,11,7,,,1,4,11,1,3,1,2.42
763010,Deportivo Riestra,0.312,219,113,51.6,8,4,,,2,2,16,3,1,2,1.52
763010,Independiente,0.688,477,398,83.4,13,2,,,9,0,13,3,2,2,1.48
763009,Estudiantes de Río Cuarto,0.431,310,233,75.2,14,2,,,2,1,12,0,2,2,1.56
763009,Rosario Central,0.569,429,344,80.2,12,4,,,0,2,11,4,0,1,1.84
763005,Lanús,0.658,604,512,84.8,15,5,,,2,0,11,5,0,3,2.3
763005,Central Córdoba (Santiago del Estero),0.342,317,216,68.1,9,3,,,3,0,17,3,0,5,1.38
763012,Platense,0.565,406,316,77.8,23,6,,,9,0,16,8,0,5,3.16
763012,San Lorenzo,0.435,320,233,72.8,10,6,,,1,1,10,4,0,6,2.12
763013,Racing Club,0.502,377,284,75.3,5,1,,,2,1,11,2,1,2,0.62
763013,Barracas Central,0.498,371,292,78.7,17,3,,,5,1,8,3,2,0,2.02
763008,Estudiantes de La Plata,0.547,455,380,83.5,16,3,,,6,0,8,6,2,3,1.94
763008,Talleres (Córdoba),0.453,383,320,83.6,10,3,,,4,0,10,1,2,3,1.46
763002,Sarmiento (Junín),0.477,346,230,66.5,10,4,,,1,1,11,3,2,2,1.68
763002,Tigre,0.523,372,264,71.0,15,2,,,3,0,15,6,0,3,1.64
763001,River Plate,0.703,578,504,87.2,24,6,,,8,3,12,8,0,1,3.24
763001,Aldosivi,0.297,246,167,67.9,5,2,,,0,1,16,1,1,3,0.84
763006,Independiente Rivadavia,0.592,255,192,75.3,23,10,,,6,5,15,11,1,1,4.04
763006,Gimnasia (Mendoza),0.408,183,129,70.5,7,2,,,1,1,18,2,0,5,1.0
763000,Belgrano (Córdoba),0.459,361,266,73.7,7,0,,,1,0,16,3,0,1,0.56
763000,Gimnasia La Plata,0.541,428,348,81.3,6,2,,,2,1,9,6,5,0,0.92
763004,Newell's Old Boys,0.514,386,312,80.8,11,4,,,3,1,10,4,1,3,1.76
763004,Instituto (Córdoba),0.486,366,278,76.0,6,3,,,0,1,11,3,1,3,1.14
762999,Atlético Tucumán,0.53,388,293,75.5,16,7,,,4,1,19,3,2,1,2.82
762999,Banfield,0.47,347,237,68.3,10,2,,,3,1,12,2,3,6,1.24
763003,Vélez Sarsfield,0.575,451,358,79.4,12,6,,,3,2,8,2,0,4,2.28
763003,Unión (Santa Fe),0.425,323,232,71.8,14,6,,,1,2,9,4,3,3,2.44
763007,Huracán,0.455,343,253,73.8,11,4,,,4,1,15,4,1,0,1.76
763007,Argentinos Juniors,0.545,424,343,80.9,5,2,,,1,2,11,5,0,3,0.84
762905,Barracas Central,0.498,434,336,77.4,15,7,,,2,1,10,2,1,4,2.74
762905,Banfield,0.502,426,340,79.8,16,6,,,3,2,7,6,3,7,2.6
762896,Lanús,0.712,580,458,79.0,12,7,,,1,0,14,4,1,2,2.5
762896,Deportivo Riestra,0.288,229,108,47.2,5,2,,,1,0,20,7,2,7,0.84
762907,Central Córdoba (Santiago del Estero),0.352,285,193,67.7,14,4,,,2,1,16,3,2,6,2.0
762907,Boca Juniors,0.648,538,454,84.4,11,8,,,0,2,11,3,1,3,2.64
762901,San Lorenzo,0.578,460,386,83.9,25,7,,,7,1,13,7,1,3,3.54
762901,Independiente,0.422,346,264,76.3,13,5,,,5,2,19,4,2,6,2.14
762902,Unión (Santa Fe),0.622,432,332,76.9,25,7,,,7,1,14,8,4,0,3.54
762902,Talleres (Córdoba),0.378,282,185,65.6,8,1,,,1,1,13,0,1,6,0.86
762897,Platense,0.52,351,269,76.6,18,7,,,2,0,10,7,1,5,2.98
762897,Estudiantes de La Plata,0.48,332,253,76.2,16,8,,,2,2,12,6,4,7,3.04
762904,Aldosivi,0.398,286,189,66.1,18,4,,,5,1,7,5,2,4,2.32
762904,Independiente Rivadavia,0.602,443,347,78.3,15,4,,,4,1,9,7,1,3,2.08
762906,Belgrano (Córdoba),0.526,364,273,75.0,12,6,,,1,4,8,3,2,3,2.28
762906,Sarmiento (Junín),0.474,330,241,73.0,6,3,,,1,0,8,2,6,3,1.14
762894,Gimnasia La Plata,0.355,291,211,72.5,12,2,,,3,2,11,3,0,3,1.4
762894,Argentinos Juniors,0.645,512,441,86.1,14,3,,,6,0,17,11,1,0,1.78
762898,Racing Club,0.637,425,299,70.4,9,1,,,4,0,15,6,2,1,0.94
762898,Huracán,0.363,248,124,50.0,5,1,,,1,0,11,1,3,1,0.62
762900,Rosario Central,0.435,282,217,77.0,15,5,,,3,1,14,3,2,3,2.3
762900,Tigre,0.565,347,266,76.7,17,4,,,7,1,17,11,4,4,2.24
762899,River Plate,0.76,703,609,86.6,19,5,,,6,0,6,6,0,2,2.62
762899,Atlético Tucumán,0.24,220,124,56.4,5,3,,,2,1,16,1,1,5,1.06
762895,Gimnasia (Mendoza),0.405,280,190,67.9,9,3,,,3,2,10,2,0,3,1.38
762895,Defensa y Justicia,0.595,394,306,77.7,11,4,,,0,1,12,7,1,1,1.76
762903,Vélez Sarsfield,0.609,507,433,85.4,15,3,,,4,1,10,7,2,4,1.86
762903,Newell's Old Boys,0.391,331,243,73.4,9,5,,,2,1,12,4,4,2,1.82
762908,Estudiantes de Río Cuarto,0.426,339,243,71.7,9,2,,,1,0,6,3,0,5,1.16
762908,Instituto (Córdoba),0.574,446,369,82.7,22,7,,,5,2,15,8,4,1,3.3
401871432,Talleres (Córdoba),0.556,311,230,74.0,16,2,,,8,0,13,8,1,2,1.72
401871432,Belgrano (Córdoba),0.444,259,181,69.9,14,3,,,5,1,20,3,2,2,1.78
401871437,Boca Juniors,0.688,690,575,83.3,36,11,,,12,2,10,17,2,1,5.3
401871437,Huracán,0.312,335,219,65.4,8,4,,,2,3,15,1,0,10,1.52
401871433,Independiente Rivadavia,0.612,401,295,73.6,18,4,,,4,1,6,5,2,4,2.32
401871433,Unión (Santa Fe),0.388,254,150,59.1,10,6,,,3,2,15,6,0,2,2.12
401871435,Argentinos Juniors,0.484,404,321,79.5,16,8,,,1,2,12,3,1,2,3.04
401871435,Lanús,0.516,420,319,76.0,9,3,,,4,0,16,2,2,6,1.38
401871431,Rosario Central,0.604,444,349,78.6,14,6,,,1,3,11,2,0,3,2.44
401871431,Independiente,0.396,280,198,70.7,6,4,,,0,1,14,3,0,3,1.36
401871434,Estudiantes de La Plata,0.476,357,253,70.9,13,4,,,4,0,1,1,3,1,1.92
401871434,Racing Club,0.524,389,291,74.8,8,2,,,1,1,18,4,3,4,1.08
401871430,River Plate,0.733,705,603,85.5,30,12,,,3,2,14,6,8,2,5.04
401871430,San Lorenzo,0.267,267,154,57.7,5,4,,,0,2,13,2,0,10,1.28
401871436,Vélez Sarsfield,0.713,526,443,84.2,27,5,,,12,0,9,17,2,2,3.26
401871436,Gimnasia La Plata,0.287,232,151,65.1,7,3,,,2,1,13,0,1,5,1.22
401872290,Belgrano (Córdoba),0.535,400,318,79.5,17,8,,,4,2,4,4,2,4,3.12
401872290,Unión (Santa Fe),0.465,344,249,72.4,12,4,,,0,0,8,7,2,6,1.84
401872291,Argentinos Juniors,0.616,636,519,81.6,18,4,,,5,1,14,9,4,4,2.32
401872291,Huracán,0.384,398,264,66.3,11,4,,,2,0,29,2,0,3,1.76
401872179,Rosario Central,0.641,584,468,80.1,19,10,,,3,2,12,3,4,1,3.72
401872179,Racing Club,0.359,339,223,65.8,10,2,,,4,1,24,2,2,7,1.24
401872546,River Plate,0.57,459,359,78.2,18,8,,,7,2,21,7,3,6,3.2
401872546,Gimnasia La Plata,0.43,333,228,68.5,12,6,,,0,0,16,5,2,6,2.28
401872650,River Plate,0.539,366,284,77.6,11,3,,,0,1,17,6,0,1,1.54
401872650,Rosario Central,0.461,321,235,73.2,7,1,,,3,0,19,1,0,2,0.78
401872677,Argentinos Juniors,0.564,547,437,79.9,18,8,,,1,1,17,5,2,2,3.2
401872677,Belgrano (Córdoba),0.436,426,296,69.5,9,3,,,3,1,22,3,4,7,1.38
401873392,River Plate,0.621,419,323,77.1,8,4,,,2,2,7,6,2,3,1.52
401873392,Belgrano (Córdoba),0.379,246,175,71.1,13,6,,,3,3,11,4,3,2,2.36
401841435,Belgrano (Córdoba),0.476,395,331,83.8,13,5,,,3,2,10,6,2,2,2.14
401841435,Rosario Central,0.524,432,369,85.4,10,3,,,1,1,13,6,2,3,1.46
401841437,Sarmiento (Junín),0.448,353,260,73.7,11,3,,,4,2,15,7,1,2,1.54
401841437,Argentinos Juniors,0.552,462,386,83.5,13,5,,,5,3,14,2,2,1,2.14
401841448,Defensa y Justicia,0.715,598,507,84.8,15,5,,,5,1,9,7,2,2,2.3
401841448,Aldosivi,0.285,236,163,69.1,8,3,,,1,1,16,2,3,4,1.3
401841444,Gimnasia (Mendoza),0.631,518,449,86.7,22,8,,,6,1,6,4,0,3,3.52
401841444,Central Córdoba (Santiago del Estero),0.369,302,230,76.2,8,3,,,0,0,13,3,5,7,1.3
401841439,Racing Club,0.567,498,403,80.9,18,7,,,5,2,10,4,0,4,2.98
401841439,Gimnasia La Plata,0.433,373,275,73.7,9,5,,,1,1,12,3,2,5,1.82
401841436,Vélez Sarsfield,0.578,533,431,80.9,8,5,,,0,1,7,1,1,2,1.74
401841436,Instituto (Córdoba),0.422,358,256,71.5,19,2,,,7,0,9,6,1,4,1.96
401841443,Huracán,0.583,481,393,81.7,21,11,,,2,1,11,4,0,1,4.1
401841443,Banfield,0.417,335,247,73.7,5,1,,,1,0,12,2,5,10,0.62
401841440,Platense,0.568,438,349,79.7,16,5,,,5,2,12,6,4,3,2.38
401841440,Unión (Santa Fe),0.432,340,241,70.9,10,4,,,2,2,15,2,0,4,1.68
401841446,Estudiantes de Río Cuarto,0.384,315,232,73.7,8,2,,,2,1,18,4,2,4,1.08
401841446,Tigre,0.616,494,403,81.6,18,4,,,7,0,13,5,0,1,2.32
401841441,Newell's Old Boys,0.329,290,218,75.2,11,4,,,3,1,14,8,3,5,1.76
401841441,Talleres (Córdoba),0.671,588,530,90.1,17,5,,,4,0,12,9,2,3,2.46
401841438,River Plate,0.76,612,521,85.1,15,4,,,2,0,8,3,3,1,2.08
401841438,Barracas Central,0.24,199,102,51.3,4,2,,,0,1,21,1,1,4,0.76
401841442,Lanús,0.499,443,356,80.4,23,10,,,5,1,15,8,2,5,4.04
401841442,San Lorenzo,0.501,450,347,77.1,13,5,,,0,0,13,2,0,9,2.14
401841434,Atlético Tucumán,0.4,227,153,67.4,5,1,,,2,0,13,4,2,3,0.62
401841434,Independiente Rivadavia,0.6,359,283,78.8,9,3,,,2,0,15,6,2,1,1.38
401841445,Estudiantes de La Plata,0.598,378,295,78.0,15,3,,,6,0,15,5,4,3,1.86
401841445,Independiente,0.402,261,170,65.1,14,5,,,3,2,14,5,1,3,2.22
401841447,Deportivo Riestra,0.182,180,90,50.0,6,4,,,1,3,20,2,0,3,1.36
401841447,Boca Juniors,0.818,795,709,89.2,13,3,,,2,0,8,8,0,1,1.7
401841452,San Lorenzo,0.507,446,365,81.8,13,5,,,4,1,11,4,4,3,2.14
401841452,Gimnasia (Mendoza),0.493,430,360,83.7,13,3,,,7,0,14,6,0,4,1.7
401841449,Argentinos Juniors,0.7,639,550,86.1,17,9,,,1,3,7,6,1,4,3.34
401841449,Estudiantes de Río Cuarto,0.3,265,179,67.5,12,4,,,2,0,5,4,0,6,1.84
401841453,Rosario Central,0.593,441,380,86.2,13,1,,,6,0,12,6,5,2,1.26
401841453,Racing Club,0.407,306,226,73.9,5,2,,,1,0,20,2,3,1,0.84
401841461,Barracas Central,0.515,454,371,81.7,10,4,,,2,1,12,1,0,1,1.68
401841461,Aldosivi,0.485,405,308,76.0,9,1,,,5,0,17,8,1,3,0.94
401841458,Defensa y Justicia,0.617,433,329,76.0,12,7,,,0,2,13,5,4,4,2.5
401841458,Deportivo Riestra,0.383,255,130,51.0,18,5,,,3,1,12,3,3,5,2.54
401841457,Gimnasia La Plata,0.259,209,126,60.3,14,3,,,2,1,11,3,0,3,1.78
401841457,River Plate,0.741,617,541,87.7,10,3,,,2,0,11,8,2,1,1.46
401841454,Instituto (Córdoba),0.471,369,281,76.2,16,6,,,3,2,18,5,0,2,2.6
401841454,Platense,0.529,429,353,82.3,15,3,,,6,1,12,4,2,4,1.86
401841455,Independiente Rivadavia,0.355,262,189,72.1,21,7,,,8,2,12,3,5,6,3.22
401841455,Huracán,0.645,481,392,81.5,14,7,,,1,1,8,6,3,5,2.66
401841451,Talleres (Córdoba),0.629,618,533,86.2,20,6,,,2,1,10,8,3,3,2.92
401841451,Vélez Sarsfield,0.371,364,265,72.8,11,6,,,0,3,6,5,0,5,2.2
401841459,Central Córdoba (Santiago del Estero),0.589,519,422,81.3,10,1,,,4,0,10,4,0,1,1.02
401841459,Atlético Tucumán,0.411,368,280,76.1,8,3,,,2,2,13,3,2,1,1.3
401841456,Independiente,0.484,408,322,78.9,12,4,,,3,1,12,7,0,1,1.84
401841456,Newell's Old Boys,0.516,449,350,78.0,2,1,,,0,0,7,2,2,3,0.38
