match_id,team,player_name,minute,minute_stoppage,minute_display,own_goal,penalty,source,source_url,retrieved_at
20260058,Netherlands,Brian Brobbey,7,,7,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260058,Netherlands,Jan Paul van Hecke,62,,62,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260016,Belgium,Mohamed Hany,66,,66,True,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260016,Egypt,Emam Ashour,19,,19,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260015,IR Iran,Ramin Rezaeian,32,,32,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260015,IR Iran,Mohammad Mohebbi,64,,64,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260015,New Zealand,Elijah Just,7,,7,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260015,New Zealand,Elijah Just,54,,54,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260040,New Zealand,Finn Surman,15,,15,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260040,Egypt,Mostafa Zico,58,,58,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260040,Egypt,Mohamed Salah,67,,67,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260040,Egypt,Trézéguet,82,,82,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260063,Egypt,Mahmoud Saber,5,,5,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260063,IR Iran,Ramin Rezaeian,14,,14,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260064,New Zealand,Elijah Just,84,,84,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260064,Belgium,Leandro Trossard,28,,28,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260064,Belgium,Leandro Trossard,50,,50,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260064,Belgium,Kevin De Bruyne,66,,66,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260064,Belgium,Romelu Lukaku,86,,86,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260064,Belgium,Alexis Saelemaekers,90,4,90+4,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260013,Saudi Arabia,Abdulelah Al-Amri,41,,41,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260013,Uruguay,Maxi Araújo,80,,80,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260038,Spain,Lamine Yamal,10,,10,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260038,Spain,Mikel Oyarzabal,21,,21,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260038,Spain,Mikel Oyarzabal,24,,24,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260038,Spain,Hassan Al-Tambakti,49,,49,True,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260037,Uruguay,Maxi Araújo,44,,44,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260037,Uruguay,Agustín Cano,45,6,45+6,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260037,Cabo Verde,Kevin Pina,21,,21,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260037,Cabo Verde,Hélio Varela,61,,61,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260066,Spain,Álex Baena,42,,42,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260017,France,Kylian Mbappé,66,,66,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260017,France,Kylian Mbappé,90,6,90+6,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260017,France,Bradley Barcola,82,,82,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260017,Senegal,Ibrahim Mbaye,90,5,90+5,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260018,Iraq,Aymen Hussein,39,,39,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260018,Norway,Erling Haaland,29,,29,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260018,Norway,Erling Haaland,43,,43,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260018,Norway,Leo Østigard,76,,76,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260018,Norway,Aymen Hussein,90,6,90+6,True,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260042,France,Kylian Mbappé,14,,14,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260042,France,Kylian Mbappé,54,,54,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
20260042,France,Ousmane Dembélé,66,,66,False,False,openfootball,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-17T01:49:01.431494+00:00
